Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,ano
Travis Homer,RB,Miami (FL),5-10,201,4.48,39.5,17,130,7.07,4.31,2019
Amani Hooker,S,Iowa,5-11,210,4.48,37,14,123,6.81,4.1,2019
Tytus Howard,OT,Alabama State,6-5,322,5.05,29.5,21,103,8.34,4.87,2019
Albert Huggins,DL,Clemson,6-3,305,5.12,25.5,35,101,7.84,4.84,2019
Lil'Jordan Humphrey,WR,Texas,6-4,210,4.75,33.5,13,119,7.09,4.29,2019
Jalen Hurd,WR,Baylor,6-5,226,,,23,,,,2019
Mitch Hyatt,OT,Clemson,6-5,303,,25.5,28,102,7.72,4.52,2019
Alec Ingold,FB,Wisconsin,6-1,242,4.89,34,16,116,7.35,4.32,2019
Andy Isabella,WR,Massachusetts,5-9,188,4.31,36.5,15,121,6.95,4.15,2019
Martez Ivey,OL,Florida,6-5,315,,,,,,,2019
Joe Jackson,DL,Miami (FL),6-4,275,,27,22,109,,,2019
Mike Jackson,CB,Miami (FL),6-1,210,4.45,40.5,13,130,7.12,4.12,2019
Tyree Jackson,QB,Buffalo,6-7,249,4.59,34.5,,120,7.09,4.28,2019
Josh Jacobs,RB,Alabama,5-10,220,,,,,,,2019
Andre James,OT,UCLA,6-4,299,5.32,29,21,105,8,4.84,2019
Cece Jefferson,EDGE,Florida,6-1,266,5.02,30.5,17,108,7.5,4.53,2019
Jalen Jelks,EDGE,Oregon,6-5,256,4.92,32.5,19,113,7.22,4.59,2019
Elgton Jenkins,OL,Mississippi State,6-4,310,,28,29,109,7.77,4.62,2019
Gary Jennings,WR,West Virginia,6-1,214,4.42,37,20,127,7.32,4.15,2019
Devon Johnson,OT,Ferris State,6-7,338,5.16,27.5,26,89,8.34,5.28,2019
Anthony Johnson,WR,Buffalo,6-2,209,,32.5,18,122,7.12,,2019
Darryl Johnson,EDGE,North Carolina A&T,6-6,253,,,20,,,,2019
Diontae Johnson,WR,Toledo,5-10,183,4.53,33.5,15,123,7.09,4.45,2019
Fred Johnson,OL,Florida,6-7,326,,,,,,,2019
Gary Johnson,LB,Texas,6-0,226,4.43,33.5,16,121,7.15,4.57,2019
Isaiah Johnson,CB,Houston,6-2,208,4.4,36.5,,133,6.81,4.06,2019
Jaquan Johnson,S,Miami (FL),5-10,191,4.69,33,18,121,,,2019
Keesean Johnson,WR,Fresno State,6-1,201,4.6,30,14,117,7.28,4.23,2019
Lonnie Johnson,CB,Kentucky,6-2,213,4.52,38,15,129,7.01,4.1,2019
Bisi Johnson,WR,Colorado State,6-0,204,4.51,38,14,124,6.88,4.16,2019
Daniel Jones,QB,Duke,6-5,221,4.81,33.5,,120,7,4.41,2019
Dre'Mont Jones,DL,Ohio State,6-3,281,5.12,31.5,,110,7.71,4.53,2019
Jordan Jones,LB,Kentucky,6-2,234,4.62,32.5,23,123,,4.37,2019
Tyler Jones,OT,North Carolina State,6-3,306,,31.5,23,111,7.75,4.82,2019
Michael Jordan,OT,Ohio State,6-6,312,5.27,32.5,19,116,7.71,4.71,2019
Kendall Joseph,LB,Clemson,6-0,233,,,25,,,,2019
Vosean Joseph,LB,Florida,6-1,230,,,,,,,2019
Kingsley Keke,DL,Texas A&M,6-3,288,4.95,31.5,,111,7.55,4.46,2019
Brandon Knight,OT,Indiana,6-4,314,,,,,,,2019
Dawson Knox,TE,Mississippi,6-4,254,,34.5,16,,7.12,4.27,2019
Tre Lamar,LB,Clemson,6-3,253,,,,,,,2019
Dexter Lawrence,DL,Clemson,6-4,342,5.05,,36,,,,2019
Justin Layne,CB,Michigan State,6-2,192,4.5,37.5,,134,6.9,4.09,2019
Jonathan Ledbetter,DL,Georgia,6-4,280,5.14,26.5,22,108,,,2019
Iman Lewis-Marshall,CB,USC,6-1,207,4.53,,16,,,,2019
Chris Lindstrom,OL,Boston Col.,6-4,308,4.91,30.5,25,117,7.61,4.54,2019
Greg Little,OT,Mississippi,6-5,310,5.33,25,,113,,4.74,2019
Drew Lock,QB,Missouri,6-4,228,4.69,31,,112,7.03,4.12,2019
Damarkus Lodge,WR,Mississippi,6-2,202,4.55,33.5,11,119,7.06,4.53,2019
David Long,CB,Michigan,5-11,196,4.45,39.5,15,120,6.45,3.97,2019
Bryce Love,RB,Stanford,5-9,200,,,18,,,,2019
Julian Love,CB,Notre Dame,5-11,195,4.54,36,14,121,6.72,4.1,2019
Alize Mack,TE,Notre Dame,6-4,249,4.7,36,22,120,7.27,4.34,2019
Daylon Mack,DL,Texas A&M,6-1,336,5.1,27,30,102,8.02,4.95,2019
Alexander Mattison,RB,Boise State,5-11,221,4.67,35,22,127,7.13,4.29,2019
Erik McCoy,OL,Texas A&M,6-4,303,4.89,31,29,107,8.28,4.62,2019
Kaleb McGary,OT,Washington,6-7,317,5.05,33.5,23,111,7.66,4.58,2019
Connor McGovern,OL,Penn State,6-5,308,,,28,112,7.66,4.57,2019
Mark McLaurin,S,Mississippi State,6-1,212,4.77,36,12,,,4.46,2019
Terry McLaurin,WR,Ohio State,6-0,208,4.35,37.5,18,125,7.01,4.15,2019
Trace McSorley,QB,Penn State,6-0,202,4.57,33,,115,7.09,4.12,2019
D.K. Metcalf,WR,Mississippi,6-3,228,4.33,40.5,27,134,7.38,4.5,2019
Jakobi Meyers,WR,North Carolina State,6-2,203,4.63,37,13,118,7.07,4.23,2019
Joshua Miles,OT,Morgan State,6-5,314,5.32,36,,109,8.07,4.75,2019
Christian Miller,EDGE,Alabama,6-3,247,,38.5,,118,,,2019
Jordan Miller,CB,Washington,6-1,186,4.49,37,6,125,,,2019
Shareef Miller,EDGE,Penn State,6-4,254,4.69,29.5,16,,,4.45,2019
Gardner Minshew,QB,Washington State,6-1,225,4.97,33.5,,116,7.14,4.45,2019
Dillon Mitchell,WR,Oregon,6-1,197,4.46,36.5,12,122,,4.29,2019
David Montgomery,RB,Iowa State,5-10,222,4.63,28.5,15,121,,,2019
Jalin Moore,RB,Appalachian State,5-10,212,,,27,,,,2019
Foster Moreau,TE,LSU,6-4,253,4.66,36.5,22,121,7.16,4.11,2019
Stanley Morgan,WR,Nebraska,6-0,202,4.53,38.5,14,125,6.78,4.13,2019
Trayvon Mullen,CB,Clemson,6-1,199,4.46,34.5,,123,,,2019
Byron Murphy,CB,Washington,5-11,190,4.55,36.5,14,120,,,2019
Kyler Murray,QB,Oklahoma,5-10,207,,,,,,,2019
Nyqwan Murray,WR,Florida State,5-10,191,4.63,34,8,113,7.2,4.4,2019
Isaac Nauta,TE,Georgia,6-3,244,4.91,28,19,,7.45,4.43,2019
Anthony Nelson,DL,Iowa,6-7,271,4.82,35.5,18,118,6.95,4.23,2019
Yosh Nijman,OT,Virginia Tech,6-7,324,,,27,114,8.07,4.5,2019
Bobby Okereke,LB,Stanford,6-1,239,4.58,33.5,,122,7.25,4.26,2019
Ed Oliver,DL,Houston,6-2,287,,36,32,120,,,2019
Josh Oliver,TE,San Jose State,6-5,249,4.63,34,22,117,7.21,4.47,2019
Qadree Ollison,RB,Pittsburgh,6-1,228,4.58,29.5,19,114,7.53,4.31,2019
Charles Omenihu,DL,Texas,6-5,280,4.92,36.5,,115,7.48,4.36,2019
Iosua Opeta,OL,Weber State,6-4,301,5.02,33,39,112,8.06,4.94,2019
Amani Oruwariye,CB,Penn State,6-2,205,4.47,36.5,17,120,6.82,4.16,2019
Javon Patterson,OL,Mississippi,6-3,307,5.13,27.5,27,98,7.72,4.78,2019
Jamal Peters,CB,Mississippi State,6-2,218,4.63,,,,,,2019
Ross Pierschbacher,OT,Alabama,6-4,307,5.2,22.5,20,,7.83,4.7,2019
Trey Pipkins,OT,Sioux Falls,6-6,309,5.12,33.5,16,114,7.61,4.7,2019
Jachai Polite,EDGE,Florida,6-3,258,4.84,32,,,,,2019
Tony Pollard,RB,Memphis,6-0,210,4.52,35,13,121,,,2019
Ryan Pope,OT,San Diego State,6-7,320,,,25,,,,2019
Ben Powers,OL,Oklahoma,6-4,307,,,21,,,,2019
Germaine Pratt,LB,North Carolina State,6-2,240,4.57,32.5,24,116,,,2019
Isaiah Prince,OT,Ohio State,6-6,305,5.09,27,23,115,7.9,5.02,2019
Ryan Pulley,CB,Arkansas,5-11,209,4.61,31,11,111,,,2019
Taylor Rapp,S,Washington,6-0,208,,35,17,115,6.82,3.99,2019
Wyatt Ray,EDGE,Boston Col.,6-3,257,4.83,34,25,118,7.34,4.31,2019
Dax Raymond,TE,Utah State,6-5,255,4.73,32,15,109,7.15,4.39,2019
Sheldrick Redwine,S,Miami (FL),6-0,196,4.44,39,,130,,4.14,2019
Hunter Renfrow,WR,Clemson,5-10,184,4.59,35,7,116,6.8,4.19,2019
Riley Ridley,WR,Georgia,6-1,199,4.58,30.5,13,124,7.22,4.28,2019
Dalton Risner,OT,Kansas State,6-5,312,5.3,28.5,23,110,7.69,4.52,2019
Tyler Roemer,OT,San Diego State,6-6,312,5.21,30.5,18,108,7.75,4.76,2019
Dontavius Russell,DL,Auburn,6-3,319,5.15,,24,,7.81,4.77,2019
Brett Rypien,QB,Boise State,6-2,210,4.91,33,,116,7.1,4.29,2019
Dru Samia,OT,Oklahoma,6-5,305,5.29,27.5,28,101,7.89,4.7,2019
Drew Sample,TE,Washington,6-5,255,4.71,33.5,,115,7.15,4.31,2019
Deebo Samuel,WR,South Carolina,5-11,214,4.48,39,15,122,7.03,4.14,2019
Miles Sanders,RB,Penn State,5-11,211,4.49,36,20,124,6.89,4.19,2019
Khalen Saunders,DL,Western Illinois,6-0,324,5.01,30.5,27,101,7.57,4.62,2019
Darnell Savage,S,Maryland,5-11,198,4.36,39.5,11,126,7.03,4.14,2019
Jordan Scarlett,RB,Florida,5-11,208,4.47,30,21,116,7.37,4.63,2019
Max Scharping,OT,Northern Illinois,6-6,327,,28,27,108,7.77,4.69,2019
Lj Scott,RB,Michigan State,6-0,227,,33,21,120,7.27,4.34,2019
Austin Seibert,K,Oklahoma,5-9,213,,,,,,,2019
Kendall Sheffield,CB,Ohio State,5-11,193,,,,,,,2019
Kyle Shurmur,QB,Vanderbilt,6-4,230,4.91,29.5,,106,7.51,4.53,2019
David Sills,WR,West Virginia,6-3,211,4.57,37.5,14,117,6.97,4.28,2019
Devin Singletary,RB,Florida Atlantic,5-7,203,4.66,35,15,117,7.32,4.4,2019
Chris Slayton,DL,Syracuse,6-4,307,5.13,29,28,101,,4.73,2019
Darius Slayton,WR,Auburn,6-1,190,4.39,40.5,11,135,7,4.15,2019
Cameron Smith,LB,USC,6-2,238,4.69,39,15,123,,4.23,2019
Irv Smith,TE,Alabama,6-2,242,4.63,32.5,19,110,7.32,4.33,2019
Jaylen Smith,WR,Louisville,6-2,219,4.47,34.5,14,122,7.55,4.48,2019
Kaden Smith,TE,Stanford,6-5,255,4.92,32,15,108,7.08,4.47,2019
Saivion Smith,CB,Alabama,6-1,199,,33,11,121,7.09,4.37,2019
Sutton Smith,EDGE,Northern Illinois,6-0,233,4.69,31.5,25,118,6.75,4.32,2019
Benny Snell,RB,Kentucky,5-10,224,4.66,29.5,16,119,7.07,4.33,2019
Jace Sternberger,TE,Texas A&M,6-4,251,4.75,31.5,17,113,7.19,4.31,2019
Easton Stick,QB,North Dakota State,6-1,224,4.62,33.5,,118,6.65,4.05,2019
Jarrett Stidham,QB,Auburn,6-2,218,4.81,31,,110,7.28,4.33,2019
Ty Summers,LB,TCU,6-1,241,4.51,36,27,123,,,2019
Montez Sweat,EDGE,Mississippi State,6-6,260,4.41,36,21,125,7,4.29,2019
Tommy Sweeney,TE,Boston Col.,6-4,251,4.83,,17,,,,2019
William Sweet,OT,North Carolina,6-6,313,5.27,30.5,23,111,8.01,5,2019
Jordan Ta'amu,QB,Mississippi,6-3,221,4.77,27.5,,109,7.06,4.36,2019
Sione Takitaki,LB,BYU,6-1,238,4.63,37,24,125,7.21,4.28,2019
Trevon Tate,OL,Memphis,6-2,293,,,22,,,,2019
Jahlani Tavai,LB,Hawaii,6-2,250,,,,,,,2019
Jawaan Taylor,OT,Florida,6-5,312,,,24,,,,2019
Marvell Tell,S,USC,6-2,198,,42,,136,6.63,4.01,2019
Derrek Thomas,CB,Baylor,6-3,189,4.44,39.5,8,131,,,2019
Cody Thompson,WR,Toledo,6-1,205,4.57,38.5,19,119,6.87,4.03,2019
Deionte Thompson,S,Alabama,6-1,195,,,,,,,2019
Juan Thornhill,S,Virginia,6-0,205,4.42,44,21,141,,,2019
Clayton Thorson,QB,Northwestern,6-4,222,,,,,,,2019
Jerry Tillery,DL,Notre Dame,6-6,295,4.93,32,23,115,7.45,4.33,2019
Cole Tracy,K,LSU,5-10,184,,,,,,,2019
Drue Tranquill,LB,Notre Dame,6-2,234,4.57,37.5,31,122,6.94,4.14,2019
Oli Udoh,OT,Elon,6-5,323,5.05,28.5,26,105,7.88,5.05,2019
D'Andre Walker,EDGE,Georgia,6-2,251,,,,,,,2019
Kahale Warring,TE,San Diego State,6-5,252,4.67,36.5,19,122,7.21,4.25,2019
Armon Watts,DL,Arkansas,6-5,300,5.23,,,,,,2019
Jamarius Way,WR,South Alabama,6-3,215,4.63,32.5,16,119,,4.66,2019
Mike Weber,RB,Ohio State,5-10,211,4.47,33.5,22,,,,2019
Ken Webster,CB,Mississippi,5-11,203,4.43,43,18,133,6.85,4.14,2019
Trevon Wesco,TE,West Virginia,6-3,267,4.89,31,24,117,7.18,4.38,2019
Alex Wesley,WR,Northern Colorado,6-0,190,4.45,38.5,13,125,7.4,4.44,2019
Antoine Wesley,WR,Texas Tech,6-4,206,,37,6,117,7.07,4.26,2019
Darius West,S,Kentucky,5-11,208,4.39,33.5,19,113,,,2019
Devin White,LB,LSU,6-0,237,4.42,39.5,22,118,7.07,4.17,2019
Christian Wilkins,DL,Clemson,6-3,315,5.04,29.5,28,107,,4.55,2019
Dexter Williams,RB,Notre Dame,5-11,212,4.57,36,17,130,7,4.16,2019
Greedy Williams,CB,LSU,6-2,185,4.37,,,,,,2019
James Williams,RB,Washington State,5-9,197,4.58,36.5,,118,7.01,4.25,2019
Jonah Williams,OT,Alabama,6-4,302,5.12,28,23,100,8.01,4.79,2019
Joejuan Williams,CB,Vanderbilt,6-4,211,4.64,,17,,,,2019
Quinnen Williams,DL,Alabama,6-3,303,4.83,30.5,,112,,,2019
Trayveon Williams,RB,Texas A&M,5-8,206,4.51,33,19,121,7.44,4.44,2019
Gerald Willis,DL,Miami (FL),6-2,302,,,,,,,2019
Khari Willis,S,Michigan State,5-11,213,4.52,34.5,22,118,,,2019
Caleb Wilson,TE,UCLA,6-4,240,4.56,29,,113,7.2,4.4,2019
Donovan Wilson,S,Texas A&M,6-0,199,,36,18,127,,,2019
Mack Wilson,LB,Alabama,6-1,240,,32,,117,,,2019
Andrew Wingard,S,Wyoming,6-0,209,4.56,36.5,9,121,7.08,4.2,2019
Chase Winovich,EDGE,Michigan,6-3,256,4.59,30.5,18,116,6.94,4.11,2019
Daniel Wise,DL,Kansas,6-3,281,5.28,27.5,22,112,7.53,4.37,2019
Mitch Wishnowsky,P,Utah,6-2,218,4.63,32.5,,117,,,2019
Zedrick Woods,S,Mississippi,5-11,205,4.29,34.5,19,122,7,4.15,2019
Evan Worthington,S,Colorado,6-2,212,4.63,33.5,17,121,7.07,4.37,2019
Renell Wren,DL,Arizona State,6-5,318,5.01,32,30,118,7.65,4.53,2019
Oshane Ximines,EDGE,Old Dominion,6-3,253,4.78,34,24,118,7.13,4.57,2019
Rock Ya-Sin,CB,Temple,6-0,192,4.51,39.5,18,120,7.31,4.31,2019
Trey Adams,OL,Washington,6-8,318,5.6,24.5,,92,,,2020
Hakeem Adeniji,OL,Kansas,6-4,302,5.17,34,26,115,,,2020
McTelvin Agim,DL,Arkansas,6-3,309,4.98,,27,,,,2020
Salvon Ahmed,RB,Washington,5-11,197,4.62,34.5,,120,,,2020
Brandon Aiyuk,WR,Arizona State,6-0,205,4.5,40,11,128,,,2020
Cam Akers,RB,Florida State,5-10,217,4.47,35.5,20,122,,4.42,2020
Bradlee Anae,DL,Utah,6-3,257,4.93,31,25,115,7.44,4.43,2020
Tremayne Anchrum,OL,Clemson,6-2,314,5.21,24.5,26,104,,,2020
Jet Anderson,RB,TCU,5-10,208,4.61,36,19,128,,4.19,2020
Damon Arnette,CB,Ohio State,6-0,195,4.56,,,,,,2020
Grayland Arnold,CB,Baylor,5-9,186,4.59,33,12,120,7.01,4.3,2020
Devin Asiasi,TE,UCLA,6-3,257,4.73,30.5,16,115,,,2020
Joe Bachie,LB,Michigan State,6-1,230,4.67,33.5,26,119,6.93,4.34,2020
Markus Bailey,LB,Purdue,6-0,235,,,15,,,,2020
Trajan Bandy,CB,Miami,5-8,180,4.5,,10,,,,2020
Ben Bartch,OL,Saint John's (MN),6-6,309,,,,,,,2020
Tyler Bass,K,Georgia Southern,5-10,185,,,,,,,2020
Essang Bassey,CB,Wake Forest,5-9,191,4.46,39.5,12,128,6.95,4.13,2020
Zack Baun,LB,Wisconsin,6-2,238,4.65,32.5,24,115,7,4.31,2020
Omar Bayless,WR,Arkansas State,6-1,212,4.62,36,11,123,7.35,4.5,2020
Mekhi Becton,OL,Louisville,6-7,364,5.1,,23,,,,2020
LeVante Bellamy,RB,Western Michigan,5-9,192,4.5,39.5,16,125,,,2020
Eno Benjamin,RB,Arizona State,5-9,207,4.57,39,12,122,6.97,4.25,2020
Francis Bernard,LB,Utah,6-0,234,4.81,32.5,19,120,,,2020
Tyler Biadasz,OL,Wisconsin,6-4,314,,,,,,,2020
Daniel Bituli,LB,Tennessee,6-2,246,4.84,32,16,121,,,2020
Ross Blacklock,DL,TCU,6-3,290,4.9,29,,107,7.77,4.67,2020
Julian Blackmon,S,Utah,6-0,187,,,,,,,2020
Rodrigo Blankenship,K,Georgia,6-1,190,,,,,,,2020
Lynn Bowden,WR,Kentucky,5-11,204,,,13,,,,2020
Shaun Bradley,LB,Temple,6-1,235,4.51,32.5,14,121,7.07,4.24,2020
Ben Bredeson,OL,Michigan,6-5,315,,,,,,,2020
Jacob Breeland,TE,Oregon,6-5,252,,,,,,,2020
Jordyn Brooks,LB,Texas Tech,6-0,240,4.54,,,,,,2020
Cameron Brown,LB,Penn State,6-5,233,4.72,35.5,16,123,,,2020
Derrick Brown,DL,Auburn,6-5,326,5.16,27,28,108,8.22,4.79,2020
Tony Brown,WR,Colorado,6-1,198,4.65,33.5,14,119,7.21,4.27,2020
Harrison Bryant,TE,Florida Atlantic,6-5,243,4.73,32.5,13,110,7.41,4.37,2020
Hunter Bryant,TE,Washington,6-2,248,4.74,32.5,23,115,7.08,4.46,2020
Kelly Bryant,QB,Missouri,6-3,229,4.69,35,,125,7.33,4.51,2020
Myles Bryant,CB,Washington,5-8,183,4.62,31.5,,115,6.81,4.02,2020
Terrell Burgess,S,Utah,5-11,202,4.46,33.5,20,122,,,2020
Joe Burrow,QB,LSU,6-3,221,,,,,,,2020
Cohl Cabral,OL,Arizona State,6-5,300,,,20,,,,2020
Lawrence Cager,WR,Georgia,6-5,220,,,,,,,2020
Raymond Calais,RB,Louisiana-Lafayette,5-8,188,4.42,37.5,20,120,,,2020
Marquez Callaway,WR,Tennessee,6-1,205,4.55,38,,126,,,2020
Shyheim Carter,S,Alabama,5-10,194,,,,,,,2020
Quintez Cephus,WR,Wisconsin,6-1,202,4.73,38.5,23,124,7.2,4.33,2020
K'Lavon Chaisson,LB,LSU,6-3,254,,,,,,,2020
Saahdiq Charles,OL,LSU,6-4,321,5.05,,,,,,2020
Joseph Charlton,P,South Carolina,6-4,195,,,,,,,2020
Jeremy Chinn,S,Southern Illinois,6-3,221,4.45,41,20,138,,,2020
Cameron Clark,OL,Charlotte,6-4,308,5.29,25,26,101,,,2020
Nevelle Clarke,CB,UCF,6-1,190,,35,10,126,6.88,4.31,2020
Chase Claypool,WR,Notre Dame,6-4,238,4.42,40.5,19,126,,,2020
Rodney Clemons,S,SMU,6-0,209,4.71,33.5,21,118,,,2020
Ezra Cleveland,OL,Boise State,6-6,311,4.93,30,30,111,7.26,4.46,2020
Tyrie Cleveland,WR,Florida,6-2,209,4.46,39.5,13,126,,,2020
Josiah Coatney,DL,Mississippi,6-3,308,5.21,27,22,99,8.07,4.82,2020
Nick Coe,LB,Auburn,6-5,280,4.89,29,21,116,,,2020
Kendall Coleman,DL,Syracuse,6-3,257,4.95,32,,114,7.5,4.62,2020
Trystan Colon-Castillo,OL,Missouri,6-3,313,,,11,,,,2020
Carter Coughlin,LB,Minnesota,6-3,236,4.57,36,,126,,,2020
Isaiah Coulter,WR,Rhode Island,6-2,198,4.45,36,,121,7.28,4.62,2020
Kamren Curl,S,Arkansas,6-1,206,4.6,34.5,24,125,,,2020
Lloyd Cushenberry,OL,LSU,6-3,312,5.27,,25,,,,2020
DeeJay Dallas,RB,Miami,5-10,217,4.58,33.5,,119,7.18,4.32,2020
Darrion Daniels,DL,Nebraska,6-3,311,5.18,27,21,109,7.75,4.93,2020
Cameron Dantzler,CB,Mississippi State,6-2,188,4.64,34.5,,,,,2020
Kevin Davidson,QB,Princeton,6-4,224,5,28,,109,7.13,4.37,2020
Marlon Davidson,DL,Auburn,6-3,303,5.04,,21,,,,2020
Ashtyn Davis,S,California,6-1,202,,,14,,,,2020
Carlos Davis,DL,Nebraska,6-2,313,4.82,,27,,,4.52,2020
Gabriel Davis,WR,UCF,6-2,216,4.54,35,14,124,7.08,4.59,2020
Javaris Davis,CB,Auburn,5-8,183,4.39,35.5,11,124,,,2020
Khalil Davis,DL,Nebraska,6-1,308,4.75,,32,,,,2020
Quartney Davis,WR,Texas A&M,6-1,201,4.54,35.5,,,,,2020
Raekwon Davis,DL,Alabama,6-6,311,5.12,28,24,111,7.95,4.86,2020
Akeem Davis-Gaither,LB,Appalachian State,6-1,224,,,21,,,,2020
Josiah Deguara,TE,Cincinnati,6-2,242,4.72,35.5,25,115,7.15,4.35,2020
Grant Delpit,S,LSU,6-2,213,,,,,,,2020
Trevon Diggs,CB,Alabama,6-1,205,,,,,,,2020
AJ Dillon,RB,Boston College,6-0,247,4.53,41,23,131,7.19,,2020
Michael Divinity,LB,LSU,6-2,242,4.85,31,14,115,,,2020
J.K. Dobbins,RB,Ohio State,5-9,209,,,23,,,,2020
Rico Dowdle,RB,South Carolina,5-11,213,4.54,38,,127,,,2020
Jack Driscoll,OL,Auburn,6-5,306,5.02,29.5,23,114,,,2020
Kyle Dugger,S,Lenoir-Rhyne,6-1,217,4.49,42,17,134,,,2020
Yasir Durant,OL,Missouri,6-6,331,5.52,25,21,,,,2020
Devin Duvernay,WR,Texas,5-10,200,4.39,35.5,,123,7.13,4.2,2020
Troy Dye,LB,Oregon,6-3,231,,,,,,,2020
Jacob Eason,QB,Washington,6-6,231,4.89,27.5,,110,7.5,4.75,2020
Bryan Edwards,WR,South Carolina,6-3,212,,,,,,,2020
Clyde Edwards-Helaire,RB,LSU,5-7,207,4.6,39.5,15,123,,,2020
Jalen Elliott,S,Notre Dame,6-0,205,4.8,34,15,125,6.87,4.3,2020
Jordan Elliott,DL,Missouri,6-4,302,5.02,27.5,24,,,4.73,2020
A.J. Epenesa,DL,Iowa,6-5,275,5.04,32.5,17,117,7.34,4.46,2020
Darrynton Evans,RB,Appalachian State,5-10,203,4.41,37,20,125,,,2020
Blake Ferguson,LS,LSU,6-3,229,5.07,31,,112,7.43,4.52,2020
Chris Finke,WR,Notre Dame,5-9,186,4.57,40,7,,,,2020
Leki Fotu,DL,Utah,6-5,330,5.15,,21,,,,2020
Jake Fromm,QB,Georgia,6-2,219,5.01,30,,111,7.27,4.51,2020
Aaron Fuller,WR,Washington,5-11,188,4.59,34,,118,7.14,,2020
Jordan Fuller,S,Ohio State,6-2,203,4.67,35.5,,122,,4.27,2020
Kristian Fulton,CB,LSU,6-0,197,4.46,35.5,,123,6.94,4.36,2020
Tipa Galeai,LB,Utah State,6-5,235,,,,,,,2020
Neville Gallimore,DL,Oklahoma,6-2,304,4.79,,23,,7.97,5.01,2020
Antonio Gandy-Golden,WR,Liberty,6-4,223,4.6,36,22,127,7.33,4.55,2020
Cale Garrett,LB,Missouri,6-2,234,4.92,32,,124,6.91,4.13,2020
Jonathan Garvin,DL,Miami,6-4,263,4.82,36,23,125,,,2020
Antonio Gibson,WR,Memphis,6-0,228,4.39,35,16,118,,,2020
Alohi Gilman,S,Notre Dame,5-10,201,4.6,32,17,119,6.81,4.08,2020
Trevis Gipson,DL,Tulsa,6-3,261,,,25,,,,2020
Jeff Gladney,CB,TCU,5-10,191,4.48,37.5,17,124,7.26,,2020
Anthony Gordon,QB,Washington State,6-2,205,,,,,,,2020
A.J. Green,CB,Oklahoma State,6-1,202,4.62,,13,,,,2020
Jonathan Greenard,DL,Florida,6-3,263,4.87,30.5,22,113,7.13,4.34,2020
Yetur Gross-Matos,DL,Penn State,6-5,266,,34,20,120,,,2020
Javelin Guidry,CB,Utah,5-9,191,4.29,,21,,,,2020
Stephen Guidry,WR,Mississippi State,6-3,201,4.47,34,,125,7.31,4.46,2020
Bryce Hall,CB,Virginia,6-1,202,,,11,,,,2020
DaVon Hamilton,DL,Ohio State,6-4,320,5.14,29.5,33,102,7.72,,2020
LaDarius Hamilton,DL,North Texas,6-2,262,4.89,30,27,114,7.66,4.49,2020
KJ Hamler,WR,Penn State,5-9,178,,,15,,,,2020
Harrison Hand,CB,Temple,5-11,197,4.52,41,14,133,7.15,4.27,2020
Jake Hanson,OL,Oregon,6-4,303,5.5,,33,,,,2020
Scoota Harris,LB,Arkansas,6-0,234,4.69,33,18,111,7.38,4.32,2020
Nick Harris,OL,Washington,6-1,302,5.1,29.5,20,103,,,2020
Malik Harrison,LB,Ohio State,6-3,247,4.66,36,,122,6.83,4.32,2020
JaMycal Hasty,RB,Baylor,5-8,205,4.55,39,15,123,,4.03,2020
Jaylinn Hawkins,S,California,6-1,208,,35.5,,117,,,2020
Charlie Heck,OL,North Carolina,6-8,311,5.16,28,21,112,8.02,4.86,2020
C.J. Henderson,CB,Florida,6-1,204,4.39,37.5,20,127,,,2020
Matt Hennessy,OL,Temple,6-4,307,5.18,30,23,110,7.45,4.6,2020
Justin Herbert,QB,Oregon,6-6,236,4.68,35.5,,123,7.06,4.46,2020
Brian Herrien,RB,Georgia,5-11,209,4.62,38.5,18,126,7.12,4.4,2020
Justin Herron,OL,Wake Forest,6-4,308,5.26,33,27,105,8.41,4.88,2020
Tee Higgins,WR,Clemson,6-4,216,,,,,,,2020
Alex Highsmith,DL,Charlotte,6-3,248,4.7,33,,125,7.32,4.31,2020
John Hightower,WR,Boise State,6-1,189,4.43,38.5,,122,7.07,4.21,2020
K.J. Hill,WR,Ohio State,6-0,196,4.6,32.5,17,114,,,2020
Lavert Hill,CB,Michigan,5-10,190,,,21,,,,2020
Trevon Hill,DL,Miami,6-3,248,4.89,28,,113,,,2020
Isaiah Hodgins,WR,Oregon State,6-4,210,4.61,36.5,9,124,7.01,4.12,2020
Sterling Hofrichter,P,Syracuse,5-10,196,,,,,,,2020
Darnay Holmes,CB,UCLA,5-10,195,4.48,,12,,,,2020
Brycen Hopkins,TE,Purdue,6-4,245,4.66,33.5,21,116,7.25,4.28,2020
Khaleke Hudson,LB,Michigan,5-11,224,4.56,33,30,120,,,2020
Robert Hunt,OL,Louisiana-Lafayette,6-5,323,,,,,,,2020
Jalen Hurts,QB,Oklahoma,6-1,222,4.59,35,,125,,,2020
Noah Igbinoghene,CB,Auburn,5-10,198,4.48,37,15,128,,,2020
Brian Cole II,S,Mississippi State,6-2,213,4.52,,,,,,2020
Rashard Lawrence II,DL,LSU,6-2,308,5.07,,22,,8.03,,2020
Reggie Robinson II,CB,Tulsa,6-1,205,4.44,36,22,132,7.09,4.18,2020
Henry Ruggs III,WR,Alabama,5-11,188,4.27,42,,131,,,2020
